"taxon","clade","node","preceding.node","mass.node","mass.preceding.node","mass.change","edge.length","mass.by.edge"
"Dendrolagus bennettianus|Dendrolagus dorianus|Dendrolagus scottae|Dendrolagus goodfellowi|Dendrolagus spadix|Dendrolagus ursinus|Dendrolagus inustus|Dendrolagus lumholtzi","Dendrolagus",6288,6287,10293.5273514652,10156.650724458,-136.876627007179,2.1,65.1793461938949
"Ammospermophilus interpres|Ammospermophilus nelsoni|Ammospermophilus leucurus|Ammospermophilus harrisii","Ammospermophilus",4383,4340,124.1,895.708818481933,771.608818481933,11.7,65.9494716651224
"Spermophilus washingtoni|Spermophilus tridecemlineatus|Spermophilus perotensis|Spermophilus franklinii|Spermophilus undulatus|Spermophilus columbianus|Spermophilus parryii|Spermophilus richardsonii|Spermophilus armatus|Spermophilus atricapillus|Spermophilus citellus|Spermophilus fulvus|Spermophilus spilosoma|Spermophilus beecheyi|Spermophilus madrensis|Spermophilus pygmaeus|Spermophilus relictus|Spermophilus suslicus|Spermophilus beldingi|Spermophilus adocetus|Spermophilus mollis|Spermophilus brunneus|Spermophilus townsendii|Spermophilus tereticaudus|Spermophilus mohavensis","Spermophilus",4358,4357,268.346076961021,321.402487296695,53.0564103356746,0.8,66.3205129195932
"Petrogale persephone","Petrogale persephone",3073,6317,6200,5440.8319970396,-759.168002960404,11.4,66.5936844702109
"Dipodomys deserti|Dipodomys spectabilis|Dipodomys nelsoni","Dipodomys",4096,4079,108.850877192982,75.3564225622593,-33.4944546307232,0.5,66.9889092614464
"Promops centralis|Promops nasutus|Molossus sinaloae|Molossus ater|Molossus bondae|Molossus molossus","Molossidae",5639,5638,21.2854383936537,28.0038488280472,6.71841043439346,0.1,67.1841043439346
"Acrobates pygmaeus|Distoechurus pennatus|Tarsipes rostratus|Dactylopsila tatei|Dactylopsila palpator|Dactylopsila trivirgata|Gymnobelideus leadbeateri|Petaurus breviceps|Petaurus norfolcensis|Petaurus abidi|Petaurus gracilis|Petaurus australis|Hemibelideus lemuroides|Petauroides volans|Petropseudes dahli|Pseudochirops albertisii|Pseudochirops archeri|Pseudochirops cupreus|Pseudochirops corinnae|Pseudocheirus mayeri|Pseudocheirus caroli|Pseudocheirus herbertensis|Pseudocheirus forbesi|Pseudocheirus canescens|Pseudocheirus peregrinus","Diprotodontia",6237,6236,473.720501950826,1309.84844421834,836.127942267516,12.4,67.4296727635093
"Neotomodon alstoni|Habromys chinanteco|Habromys simulatus|Habromys lophurus|Habromys lepturus|Podomys floridanus|Osgoodomys banderanus|Megadontomys thomasi|Peromyscus truei|Peromyscus gossypinus|Peromyscus zarhynchus|Peromyscus californicus|Peromyscus maniculatus|Peromyscus crinitus|Peromyscus grandis|Peromyscus simulus|Peromyscus melanophrys|Peromyscus yucatanicus|Peromyscus melanocarpus|Peromyscus mexicanus|Peromyscus perfulvus|Peromyscus boylii|Peromyscus bullatus|Peromyscus furvus|Peromyscus guatemalensis|Peromyscus winkelmanni|Peromyscus aztecus|Peromyscus melanotis|Peromyscus gratus|Peromyscus eremicus|Peromyscus hooperi|Peromyscus ochraventer|Peromyscus pectoralis|Peromyscus polionotus|Peromyscus spicilegus|Peromyscus stirtoni|Peromyscus sitkensis|Peromyscus leucopus|Peromyscus megalops|Peromyscus eva|Peromyscus melanurus|Peromyscus mekisturus|Peromyscus merriami|Peromyscus polius|Peromyscus gymnotis|Peromyscus attwateri|Peromyscus difficilis|Onychomys torridus|Onychomys arenicola|Onychomys leucogaster","Neotominae",3601,3600,45.6710247558219,59.2085499697645,13.5375252139426,0.2,67.6876260697128
"Cercopithecus pogonias|Cercopithecus wolfi","Cercopithecus",4584,4582,3882.5,4134.56703910615,252.067039106146,3.7,68.1262267854448
"Lagidium peruanum","Lagidium peruanum",1083,4317,1220,1951,731,10.7,68.3177570093458
"Lagidium wolffsohni","Lagidium wolffsohni",1085,4317,2682,1951,-731,10.7,68.3177570093458
"Alouatta belzebul|Alouatta palliata|Alouatta pigra|Alouatta caraya|Alouatta fusca|Alouatta sara|Alouatta seniculus","Alouatta",4665,4664,6778.55166994106,7726.48298907502,947.931319133956,13.7,69.1920670900698
"Sciurus sanborni","Sciurus sanborni",1214,4477,136,424.03112486096,288.03112486096,4.1,70.2514938685267
"Dendrogale melanura|Dendrogale murina|Tupaia montana|Tupaia minor|Tupaia nicobarica|Tupaia belangeri|Tupaia gracilis|Tupaia tana|Tupaia glis","Tupaiidae",4795,4793,148.51947395043,162.597461984985,14.0779880345547,0.2,70.3899401727737
"Orthogeomys cavator|Orthogeomys dariensis|Orthogeomys cuniculus|Orthogeomys heterodus|Orthogeomys hispidus|Orthogeomys underwoodi|Orthogeomys lanius|Orthogeomys grandis|Zygogeomys trichopus","Geomyidae",4132,4111,496.134199134199,327.054309246631,-169.079889887568,2.4,70.4499541198201
"Sciurus yucatanensis","Sciurus yucatanensis",1220,4465,225,577.577201462129,352.577201462129,5,70.5154402924258
"Euphractus sexcinctus|Zaedyus pichiy|Chaetophractus villosus|Chaetophractus nationi|Chaetophractus vellerosus|Priodontes maximus|Tolypeutes matacus|Tolypeutes tricinctus|Cabassous centralis|Cabassous chacoensis|Cabassous unicinctus|Cabassous tatouay|Dasypus novemcinctus|Dasypus sabanicola|Dasypus hybridus|Dasypus septemcinctus|Dasypus kappleri|Dasypus pilosus","Dasypodidae",6145,6144,7197.83026900375,4984.52718432285,-2213.3030846809,31.2,70.9392014320802
"Petrogale burbidgei","Petrogale burbidgei",3077,6324,1258,1329,71,1,71
"Petrogale concinna","Petrogale concinna",3078,6324,1400,1329,-71,1,71
"Dromiciops gliroides","Dromiciops gliroides",3096,6233,22.3,4558.75319364867,4536.45319364867,63.6,71.3278804032809
"Eupleres goudotii","Eupleres goudotii",2096,5340,3000,2250,-750,10.5,71.4285714285714
"Fossa fossana","Fossa fossana",2097,5340,1500,2250,750,10.5,71.4285714285714
"Sciurus granatensis","Sciurus granatensis",1202,4471,250,479.801869158879,229.801869158879,3.2,71.8130841121495
"Inia geoffrensis|Pontoporia blainvillei","Odontoceti",5025,5024,84875,84364.6,-510.399999999994,7.1,71.8873239436612
"Otolemur crassicaudatus","Otolemur crassicaudatus",1544,4787,1500,1130,-370,5.1,72.5490196078431
"Otolemur garnettii","Otolemur garnettii",1545,4787,760,1130,370,5.1,72.5490196078431
"Dendrolagus goodfellowi","Dendrolagus goodfellowi",3044,6294,8025,8562.5,537.5,7.4,72.6351351351351
"Dendrolagus spadix","Dendrolagus spadix",3045,6294,9100,8562.5,-537.5,7.4,72.6351351351351
"Cebus albifrons|Cebus capucinus|Cebus olivaceus|Cebus apella","Cebus",4710,4709,2591.28204550574,1667.67685053425,-923.605194971491,12.7,72.7248185016922
"Nyctimene major|Nyctimene robinsoni","Nyctimene",5357,5356,76.85,62.2201365187713,-14.6298634812287,0.2,73.1493174061433
"Casinycteris argynnis|Scotonycteris ophiodon|Scotonycteris zenkeri|Nanonycteris veldkampi|Hypsignathus monstrosus|Epomops franqueti|Epomops dobsoni|Epomops buettikoferi|Micropteropus pusillus|Epomophorus wahlbergi|Epomophorus labiatus|Epomophorus grandis|Epomophorus gambianus|Megaloglossus woermanni|Rousettus lanosus|Rousettus spinalatus|Rousettus leschenaulti|Rousettus celebensis|Rousettus obliviosus|Rousettus madagascariensis|Rousettus amplexicaudatus|Myonycteris relicta|Myonycteris torquata|Rousettus angolensis|Eidolon helvum|Eidolon dupreanum|Eonycteris major|Eonycteris spelaea|Macroglossus minimus|Macroglossus sobrinus|Syconycteris carolinae|Syconycteris hobbit|Syconycteris australis|Notopteris macdonaldi|Melonycteris melanops|Melonycteris aurantius|Melonycteris woodfordi|Harpyionycteris celebensis|Harpyionycteris whiteheadi|Aproteles bulmerae|Dobsonia pannietensis|Dobsonia exoleta|Dobsonia moluccensis|Dobsonia minor|Dobsonia inermis|Dobsonia praedatrix|Dobsonia viridis|Dobsonia beauforti|Dobsonia emersa|Dobsonia peroni|Styloctenium wallacei|Pteralopex acrodonta|Pteralopex pulchra|Pteralopex atrata|Pteralopex anceps|Acerodon celebensis|Acerodon mackloti|Acerodon jubatus|Pteropus conspicillatus|Pteropus ocularis|Pteropus caniceps|Pteropus anetianus|Pteropus samoensis|Pteropus admiralitatum|Pteropus voeltzkowi|Pteropus rufus|Pteropus niger|Pteropus seychellensis|Pteropus aldabrensis|Pteropus melanopogon|Pteropus scapulatus|Pteropus gilliardi|Pteropus woodfordi|Pteropus mahaganus|Pteropus lombocensis|Pteropus rodricensis|Pteropus alecto|Pteropus mariannus|Pteropus tonganus|Pteropus hypomelanus|Pteropus neohibernicus|Pteropus pumilus|Pteropus macrotis|Pteropus poliocephalus|Pteropus pohlei|Pteropus ornatus|Pteropus griseus|Pteropus nitendiensis|Pteropus leucopterus|Pteropus vetulus|Pteropus howensis|Pteropus personatus|Pteropus temmincki|Pteropus dasymallus|Pteropus giganteus|Pteropus vampyrus|Pteropus lylei|Pteropus chrysoproctus|Pteropus rayneri|Pteropus fundatus","Chiroptera",5379,5348,172.16065862431,120.93728348549,-51.2233751388198,0.7,73.1762501983141
"Glaucomys volans|Glaucomys sabrinus|Hylopetes fimbriatus|Hylopetes lepidus|Hylopetes phayrei|Hylopetes alboniger|Hylopetes spadiceus|Petaurillus kinlochii|Petinomys genibarbis|Petinomys fuscocapillus|Petinomys sagitta","Pteromyini",4496,4488,204.853498863932,579.714542136938,374.861043273006,5.1,73.5021653476483
"Isoodon macrourus","Isoodon macrourus",3167,6408,1600,1063.23529411765,-536.764705882353,7.3,73.5294117647059
"Crossarchus ansorgei","Crossarchus ansorgei",2038,5299,700,1150,450,6.1,73.7704918032787
"Epomophorus wahlbergi|Epomophorus labiatus|Epomophorus grandis|Epomophorus gambianus","Epomophorus",5392,5391,83.55,68.7151524298219,-14.8348475701781,0.2,74.1742378508904
"Herpestes edwardsii|Herpestes javanicus","Herpestes",5289,5288,1037.1,1378.78534031414,341.685340314136,4.6,74.2794218074209
"Callosciurus adamsi|Callosciurus notatus","Callosciurus",4452,4451,166,232.951382488479,66.9513824884793,0.9,74.3904249871992
"Lepus alleni|Lepus callotis|Lepus flavigularis|Lepus californicus|Lepus americanus|Lepus arcticus|Lepus othus|Lepus timidus|Lepus townsendii|Lepus europaeus","Lepus",4548,4547,2958.0233972505,2853.22868835237,-104.794708898132,1.4,74.8533634986656
"Eulemur fulvus","Eulemur fulvus",1516,4762,3150,2595,-555,7.4,75
"Eulemur macaco","Eulemur macaco",1517,4762,2040,2595,555,7.4,75
"Macaca nemestrina|Macaca silenus","Macaca",4620,4616,5523.25,6049.15772517159,525.907725171593,7,75.1296750245132
"Dasyprocta cristata|Dasyprocta leporina|Dasyprocta azarae|Dasyprocta guamara|Dasyprocta punctata|Dasyprocta mexicana|Dasyprocta prymnolopha|Dasyprocta kalinowskii|Dasyprocta fuliginosa","Dasyprocta",4281,4279,3039.44444444445,2202.84363177806,-836.600812666387,11.1,75.3694425825574
"Sciurus richmondi","Sciurus richmondi",1212,4479,205,492.651072873916,287.651072873916,3.8,75.6976507562938
"Acrobates pygmaeus|Distoechurus pennatus|Tarsipes rostratus|Dactylopsila tatei|Dactylopsila palpator|Dactylopsila trivirgata|Gymnobelideus leadbeateri|Petaurus breviceps|Petaurus norfolcensis|Petaurus abidi|Petaurus gracilis|Petaurus australis|Hemibelideus lemuroides|Petauroides volans|Petropseudes dahli|Pseudochirops albertisii|Pseudochirops archeri|Pseudochirops cupreus|Pseudochirops corinnae|Pseudocheirus mayeri|Pseudocheirus caroli|Pseudocheirus herbertensis|Pseudocheirus forbesi|Pseudocheirus canescens|Pseudocheirus peregrinus|Ailurops ursinus|Phalanger carmelitae|Phalanger vestitus|Phalanger orientalis|Phalanger sericeus|Phalanger lullulae|Strigocuscus gymnotis|Spilocuscus maculatus|Spilocuscus rufoniger|Phalanger matanim|Phalanger ornatus|Trichosurus arnhemensis|Trichosurus vulpecula|Trichosurus caninus|Wyulda squamicaudata|Burramys parvus|Cercartetus caudatus|Cercartetus nanus|Cercartetus lepidus|Cercartetus concinnus|Aepyprymnus rufescens|Potorous longipes|Potorous tridactylus|Dendrolagus bennettianus|Dendrolagus dorianus|Dendrolagus scottae|Dendrolagus goodfellowi|Dendrolagus spadix|Dendrolagus ursinus|Dendrolagus inustus|Dendrolagus lumholtzi|Lagorchestes conspicillatus|Lagorchestes hirsutus|Macropus parryi|Macropus rufogriseus|Macropus agilis|Macropus eugenii|Macropus irma|Macropus dorsalis|Macropus parma|Macropus antilopinus|Macropus rufus|Macropus robustus|Macropus bernardus|Macropus fuliginosus|Macropus giganteus|Wallabia bicolor|Onychogalea fraenata|Onychogalea unguifera|Setonix brachyurus|Petrogale penicillata|Petrogale inornata|Petrogale assimilis|Petrogale godmani|Petrogale persephone|Petrogale lateralis|Petrogale xanthopus|Petrogale rothschildi|Petrogale brachyotis|Petrogale burbidgei|Petrogale concinna|Thylogale billardierii|Thylogale stigmatica|Thylogale thetis|Dorcopsis muelleri|Dorcopsis luctuosa|Dorcopsis hageni|Dorcopsis atrata|Dorcopsulus macleayi|Dorcopsulus vanheurni|Lagostrophus fasciatus|Bettongia penicillata|Bettongia gaimardi|Bettongia lesueur|Hypsiprymnodon moschatus|Lasiorhinus krefftii|Lasiorhinus latifrons|Vombatus ursinus|Phascolarctos cinereus|Dromiciops gliroides|Antechinus bellus|Antechinus flavipes|Antechinus leo|Antechinus stuartii|Antechinus godmani|Antechinus minimus|Antechinus swainsonii|Antechinus melanurus|Antechinus naso|Murexia longicaudata|Murexia rothschildi|Phascogale calura|Phascogale tapoatafa|Myoictis melas|Pseudantechinus ningbing|Dasycercus byrnei|Dasycercus cristicauda|Dasyurus albopunctatus|Dasyurus geoffroii|Dasyurus viverrinus|Dasyurus maculatus|Dasyurus hallucatus|Sarcophilus laniarius|Neophascogale lorentzi|Phascolosorex dorsalis|Parantechinus bilarni|Pseudantechinus macdonnellensis|Pseudantechinus woolleyae|Dasykaluta rosamondae|Parantechinus apicalis|Ningaui ridei|Ningaui yvonnae|Ningaui timealeyi|Sminthopsis aitkeni|Sminthopsis griseoventer|Sminthopsis archeri|Sminthopsis gilberti|Sminthopsis murina|Sminthopsis dolichura|Sminthopsis leucopus|Sminthopsis hirtipes|Sminthopsis ooldea|Sminthopsis youngsoni|Sminthopsis psammophila|Sminthopsis longicaudata|Sminthopsis granulipes|Sminthopsis butleri|Sminthopsis douglasi|Sminthopsis virginiae|Sminthopsis macroura|Sminthopsis crassicaudata|Sminthopsis laniger|Planigale ingrami|Planigale gilesi|Planigale novaeguineae|Planigale tenuirostris|Planigale maculata|Myrmecobius fasciatus|Notoryctes typhlops|Microperoryctes papuensis|Echymipera davidi|Echymipera kalubu|Echymipera echinista|Echymipera rufescens|Echymipera clara|Microperoryctes longicauda|Peroryctes broadbenti|Peroryctes raffrayana|Perameles bougainville|Perameles gunnii|Perameles nasuta|Isoodon auratus|Isoodon obesulus|Isoodon macrourus|Macrotis lagotis|Rhyncholestes raphanurus|Lestoros inca|Caenolestes caniventer|Caenolestes convelatus|Caenolestes fuliginosus","Metatheria",6230,6229,1940.83417266677,1279.92283441203,-660.911338254738,8.7,75.9668204890503
"Lepus americanus","Lepus americanus",1302,4549,1710,2386.3882141954,676.388214195403,8.9,75.9986757522925
"Otocolobus manul","Otocolobus manul",2020,5265,3500,4080.10868432212,580.10868432212,7.6,76.3300900423842
"Martes pennanti","Martes pennanti",1867,5140,4000,2868.13011152416,-1131.86988847584,14.8,76.4776951672862
"Hylobates hoolock","Hylobates hoolock",1413,4656,6700,6039.11098847192,-660.889011528084,8.6,76.8475594800097
"Rhizomys pruinosus|Rhizomys sumatrensis","Rhizomys",3957,3956,1350,1065.43026706231,-284.569732937686,3.7,76.9107386318069
"Cynictis penicillata","Cynictis penicillata",2046,5303,836,1238,402,5.2,77.3076923076923
"Paracynictis selousi","Paracynictis selousi",2047,5303,1640,1238,-402,5.2,77.3076923076923
"Procolobus pennantii","Procolobus pennantii",1379,4628,10896,10323,-572.999999999998,7.4,77.4324324324322
"Procolobus preussi","Procolobus preussi",1378,4628,9750,10323,573.000000000002,7.4,77.4324324324327
"Cabassous unicinctus","Cabassous unicinctus",2927,6155,4800,3366.66666666667,-1433.33333333333,18.5,77.4774774774775
"Ochotona alpina|Ochotona collaris|Ochotona princeps|Ochotona rufescens","Ochotona",4564,4563,188.418233851186,211.664883938128,23.2466500869426,0.3,77.488833623142
"Sigmoceros lichtensteinii","Sigmoceros lichtensteinii",1570,4856,171498.4,171249.95,-248.449999999983,3.2,77.6406249999945
"Alcelaphus buselaphus","Alcelaphus buselaphus",1569,4856,171001.5,171249.95,248.450000000012,3.2,77.6406250000036
"Spermophilus pygmaeus|Spermophilus relictus","Spermophilus",4378,4377,368,313.453608247423,-54.5463917525773,0.7,77.9234167893962
"Tupaia montana|Tupaia minor|Tupaia nicobarica|Tupaia belangeri|Tupaia gracilis|Tupaia tana|Tupaia glis","Tupaia",4797,4795,164.142857142857,148.51947395043,-15.6233831924272,0.2,78.1169159621361
"Tragulus javanicus","Tragulus javanicus",1733,4980,2775,3862.5,1087.5,13.8,78.804347826087
"Tragulus napu","Tragulus napu",1734,4980,4950,3862.5,-1087.5,13.8,78.804347826087
"Mustela nudipes|Mustela lutreola|Mustela sibirica|Mustela lutreolina|Mustela eversmannii|Mustela nigripes|Mustela putorius","Mustela",5123,5122,712.597265849204,317.789902444637,-394.807363404567,5,78.9614726809134
"Spermophilus citellus|Spermophilus fulvus|Spermophilus spilosoma|Spermophilus beecheyi|Spermophilus madrensis|Spermophilus pygmaeus|Spermophilus relictus|Spermophilus suslicus|Spermophilus beldingi|Spermophilus adocetus|Spermophilus mollis|Spermophilus brunneus|Spermophilus townsendii","Spermophilus",4370,4360,301.419236946244,317.212444041064,15.79320709482,0.2,78.9660354741
"Petaurista petaurista|Petaurista philippensis|Petaurista magnificus|Petaurista elegans","Petaurista",4491,4490,1400.94019292605,957.848235029102,-443.091957896943,5.6,79.1235639101684
"Genetta abyssinica|Genetta thierryi","Genetta",5320,5319,1525,1825.76045627376,300.760456273764,3.8,79.1474884930959
"Cabassous tatouay","Cabassous tatouay",2926,6154,5350,3862.5,-1487.5,18.5,80.4054054054054
"Bdeogale crassicauda","Bdeogale crassicauda",2042,5301,1550,2183.33333333333,633.333333333333,7.8,81.1965811965812
"Pteropus fundatus","Pteropus fundatus",2220,5476,205.7,546.733333333333,341.033333333333,4.2,81.1984126984127
"Cercopithecus campbelli|Cercopithecus mona","Cercopithecus",4583,4582,4362.5,4134.56703910615,-227.932960893854,2.8,81.4046288906622
"Artibeus fimbriatus|Artibeus amplus|Artibeus jamaicensis|Artibeus obscurus|Artibeus lituratus|Artibeus hirsutus|Artibeus planirostris","Artibeus",5957,5956,52.6694448252228,44.4490147790313,-8.22043004619149,0.1,82.2043004619149
"Aconaemys sagei|Aconaemys fuscus","Aconaemys",4331,4149,115,3922.58049798752,3807.58049798752,46.3,82.2371597837478
"Myoictis melas|Pseudantechinus ningbing|Dasycercus byrnei|Dasycercus cristicauda|Dasyurus albopunctatus|Dasyurus geoffroii|Dasyurus viverrinus|Dasyurus maculatus|Dasyurus hallucatus|Sarcophilus laniarius|Neophascogale lorentzi|Phascolosorex dorsalis|Parantechinus bilarni|Pseudantechinus macdonnellensis|Pseudantechinus woolleyae|Dasykaluta rosamondae|Parantechinus apicalis","Dasyuridae",6353,6340,683.726906677373,337.902296994131,-345.824609683242,4.2,82.3391927817244
"Myoprocta acouchy|Myoprocta exilis","Myoprocta",4280,4279,940,2202.84363177806,1262.84363177806,15.3,82.5387994626182
"Dasyurus geoffroii","Dasyurus geoffroii",3113,6365,1100,868.5,-231.5,2.8,82.6785714285714
"Dasyurus albopunctatus","Dasyurus albopunctatus",3112,6365,637,868.5,231.5,2.8,82.6785714285715
"Ictonyx libyca","Ictonyx libyca",1873,5148,2062.5,1681.25,-381.25,4.6,82.8804347826086
"Ictonyx striatus","Ictonyx striatus",1874,5148,1300,1681.25,381.25,4.6,82.8804347826087
"Marmota caudata|Marmota marmota|Marmota monax|Marmota flaviventris|Marmota vancouverensis|Marmota olympus|Marmota caligata|Cynomys gunnisoni|Cynomys leucurus|Cynomys parvidens|Cynomys ludovicianus|Cynomys mexicanus|Spermophilus washingtoni|Spermophilus tridecemlineatus|Spermophilus perotensis|Spermophilus franklinii|Spermophilus undulatus|Spermophilus columbianus|Spermophilus parryii|Spermophilus richardsonii|Spermophilus armatus|Spermophilus atricapillus|Spermophilus citellus|Spermophilus fulvus|Spermophilus spilosoma|Spermophilus beecheyi|Spermophilus madrensis|Spermophilus pygmaeus|Spermophilus relictus|Spermophilus suslicus|Spermophilus beldingi|Spermophilus adocetus|Spermophilus mollis|Spermophilus brunneus|Spermophilus townsendii|Spermophilus tereticaudus|Spermophilus mohavensis|Spermophilus annulatus|Spermophilus saturatus|Spermophilus mexicanus|Spermophilus elegans|Spermophilus lateralis|Spermophilus variegatus","Marmotini",4341,4340,1227.64731336749,895.708818481933,-331.93849488556,4,82.98462372139
